x,y
2169,4322
7368,5164
5101,8984
8316,5080
5856,3034
7410,3416
6076,9785
4841,4986
8933,7691
7160,1246
696,1415
4099,76
1886,6858
134,3633
777,9
9620,705
4062,6780
4703,6803
4228,3229
4727,6317
7704,747
7430,6209
7795,6974
2637,6295
7314,8429
9704,1778
4279,4898
7407,3311
9332,411
2761,3187
7904,4368
9189,4132
1235,7862
8964,6048
5362,3685
9998,9439
8520,663
3401,1551
8101,4206
6763,7337
328,6927
2655,678
6820,7906
7223,3781
5272,5866
1085,1589
5417,1324
9753,6214
3773,4995
1752,7398
8452,4107
6131,8589
4149,9427
3995,4704
2799,3590
745,3807
1270,2217
3381,8962
7995,5704
486,6377
9008,4329
302,6753
4677,4828
410,2315
5608,2728
9047,1785
7374,3973
403,4897
9003,8487
559,7182
6092,3996
3773,4275
1150,5980
1224,819
707,2923
5651,1491
353,5952
6831,4916
9086,9071
4319,2598
8495,5782
2238,5143
9857,6803
3608,535
9190,3073
3039,2827
438,3463
8974,7048
4489,4799
4940,2750
9344,9754
3485,5442
9954,4059
9128,3363
538,6198
2999,5148
5191,7380
7501,7502
3073,3693
7600,8114
3773,9504
5255,9845
9002,5702
6434,8274
8724,5997
4597,1026
7168,1229
8188,4092
5016,9364
1671,3760
7370,927
4521,2335
7185,4225
5371,3612
7351,7214
5073,6325
3191,2470
1678,6307
3695,2338
4250,8981
3007,8172
1617,5202
2998,4429
5827,466
3652,3665
9257,4187
16,6878
7850,1952
8258,5332
4736,8906
5774,8916
8566,2187
1848,4018
6129,4982
8914,1972
7010,1238
6345,2383
3256,144
3773,9255
3817,2377
7597,9050
3672,9117
9260,7254
9739,6006
9511,7195
8088,6524
4509,7829
3750,660
5797,761
6240,4186
9805,7479
4682,9859
2939,7581
6463,4511
6781,320
1481,7841
7072,9576
8368,6108
2376,7837
9784,6706
4079,8243
6011,2713
2577,2932
6820,862
7502,5819
6098,9426
7588,7779
215,7611
7037,9286
6979,9765
872,6416
7942,9562
528,6734
3707,5478
3654,4976
2815,4957
7271,8661
6802,6385
8138,7647
6699,296
2692,3067
2551,3019
7623,7608
6207,545
393,4984
2090,1299
5473,5887
3604,4602
992,5296
6048,8675
3997,9633
6950,3804
204,6873
2906,5094
32,6821
5381,5960
9478,2178
2935,5634
1406,878
6587,7301
4740,2548
7791,4940
6333,5978
8653,1950
2003,3443
278,2832
2044,1573
2003,9610
9670,6084
3702,796
1873,8914
5194,4107
3903,2340
5037,4162
9436,9737
9911,7887
7026,1289
6695,8980
4306,4200
6184,5575
7770,4265
1973,2064
5324,6168
1580,8658
1956,7631
3057,470
2544,5743
3096,7436
1492,8312
3813,3635
4783,7462
5947,119
855,3822
9367,4082
6724,9253
1354,4066
7100,6390
6633,9139
7250,8514
2786,2870
9085,857
2270,9180
5630,7236
9851,1429
5389,3890
9172,2969
1002,2910
3336,7438
5082,3053
4297,7098
433,1465
5857,7015
459,8490
8346,6170
7003,3813
9812,5222
689,9501
8945,1735
9764,9200
9886,1974
1649,3477
7806,3887
8969,3235
1893,4998
6770,2730
2,1703
5594,6305
6235,6797
5187,4074
3836,2312
4608,6921
7317,2509
7004,9965
5133,9384
2390,9596
5028,3267
6240,5589
2170,6172
4348,1306
8047,1926
5066,5371
7124,5802
1099,7815
443,3249
4448,4264
9762,15
1528,5709
8287,1868
8775,3868
6227,728
6545,4179
9840,5527
1793,4425
2970,8196
1668,6638
4238,5007
3289,5588
7756,5455
7249,350
1224,1902
2190,984
3572,3821
8207,2318
6310,2438
4282,4065
1518,9015
3689,1428
7879,2948
2488,3580
377,7763
3551,3977
2309,9893
298,9132
965,8012
9866,4580
7194,8332
6382,3774
4250,6979
4315,5847
199,7053
5040,6735
3800,3478
4190,1524
2645,5628
2730,7216
4356,6799
4186,2230
1548,4254
3833,1637
2384,3
1611,1176
517,8372
9042,1971
8557,1621
6727,4265
8791,4881
2185,9327
9482,6349
7028,1754
911,5854
312,7869
9088,4603
4318,1403
7222,4007
9374,670
8041,3287
9922,6042
6789,5298
1783,270
7385,8648
4911,3442
9699,883
2891,7598
8181,4999
7876,8258
4152,4073
7592,1505
3552,9369
7099,7180
7881,9456
3320,8355
3746,883
5166,8056
3632,1087
8390,8575
7449,416
8969,6314
6445,9952
3104,990
569,8914
6550,6009
1312,801
93,2117
4043,8261
8336,5617
9862,5706
8994,9982
4754,6637
2806,7178
7482,9787
8320,9412
9917,8167
8463,8502
3992,9597
3640,254
1259,5392
7982,620
4597,9662
617,1906
474,6039
3834,2268
3942,597
1803,4202
1487,3208
3963,1454
5079,7256
7589,3746
5823,3433
2084,450
7534,9001
860,8432
9408,6379
5354,8092
3966,4362
1831,8605
2269,668
2319,3493
6168,7841
964,1274
2222,8687
3721,7799
396,1003
6949,5324
5457,3986
2560,1448
7992,6670
1793,8291
3721,7118
128,2408
8073,9040
4554,6483
20,3999
3826,9404
7239,298
4947,7517
598,6976
3370,9599
5573,7688
6014,4891
7574,8446
6403,971
8160,3607
1458,133
653,7181
7321,957
1905,7740
7507,9534
5019,8281
9840,789
8933,6778
7253,7223
6858,3745
2644,2824
8098,3705
7718,1003
7335,9530
3513,2766
5796,8064
6745,12
858,472
228,1577
6432,2572
9680,9503
9969,2324
3455,960
979,5502
3338,1178
7056,1088
5600,3608
9014,6398
106,4580
7367,8815
655,214
3533,8443
1854,7269
849,2600
837,8320
709,122
6144,6454
2005,7292
966,5562
3387,1832
3035,3484
9691,1101
515,9852
4812,228
659,107
4051,9374
594,9267
5260,7965
6001,6022
9369,134
4107,7347
4204,857
8475,333
4079,296
1866,7361
150,2677
9082,1107
2386,2553
3458,7166
2196,2128
2287,2084
3112,9889
9451,7417
5156,2519
583,3041
3396,5675
1783,7938
619,2700
1798,6917
687,5714
6262,4923
9007,5236
4679,9170
1980,9775
3561,1311
6229,5067
282,3499
8379,4245
8292,3813
4861,43
1670,1103
1145,6307
8312,7989
3774,1040
3302,7038
5918,342
4000,7506
8578,643
403,6555
8609,9149
622,8401
5600,7527
9626,2927
6887,2136
3349,5685
4557,104
5302,9743
4525,6583
2338,675
1371,5451
2958,9850
2910,1009
612,3027
3205,5187
3410,5138
5955,8474
3147,932
4843,2770
7366,1061
5533,6033
7236,1538
3264,445
278,2653
9388,1637
9484,7655
949,1314
6760,6228
6514,2444
9202,4284
9813,6862
9126,8547
180,1039
523,1175
1465,5735
9084,3980
2144,6447
7963,5504
356,6115
1358,5479
4451,3231
7989,3754
3431,5288
2727,8656
7455,4979
168,2879
9998,3657
5387,9577
7562,4266
734,8203
3218,2487
1559,2193
6498,3530
2426,9825
5727,165
7333,6252
9871,4040
6980,6473
9556,8239
9807,3125
9856,4298
7535,6761
9520,3961
6704,1121
